zip,compid,compname,comrate,indrate,resrate
14779,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
19010,14940,PECO Energy Co.,121.2,81.88,139.07
22180,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
50837,9162,Interstate Power & Light Co.,0,0,0
18062,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
1238,11804,Massachusetts Electric Co.,160.29,159.57,154.32
47715,17633,Southern Indiana Gas & Electric Co.,71.27,51.51,89.69
45782,4062,Columbus Southern Power Co.,68.9,51.29,87.05
6384,4176,Connecticut Light & Power Co.,148.18,124.12,174.86
22742,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
21529,20387,West Penn Power Co.,61.26,47.16,71.66
13673,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
43341,13998,Ohio Edison Co.,100.63,59.53,104.78
78541,3278,AEP Texas Central Co.,0,0,0
19081,14940,PECO Energy Co.,121.2,81.88,139.07
17364,12390,Metropolitan Edison Co.,82.19,64.62,93.56
8068,9726,Jersey Central Power & Light Co.,121.26,113.99,126.4
63952,19436,Union Electric Co.,56.56,41.72,69.64
55337,13781,Northern States Power Co.,69.79,57.42,89.95
81021,12698,Aquila Inc.,68.63,52.06,84.81
16745,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
35094,195,Alabama Power Co.,81.85,49.23,89.32
84103,14354,PacifiCorp.,59.39,40.36,69.43
29630,5416,Duke Power Co.,63.62,44.52,78.13
70710,7806,"Entergy Gulf States, Inc.",100.28,76.33,110.31
50851,9162,Interstate Power & Light Co.,0,0,0
16823,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
49224,4254,Consumers Energy Co.,84.9,65.38,95.35
71129,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
78052,3278,AEP Texas Central Co.,0,0,0
41660,22053,Kentucky Power Co.,67.59,42.47,64.98
73099,15474,PSC of Oklahoma,74.19,58.93,84.1
57026,14232,Otter Tail Power Co.,64.49,50.72,74.26
63038,19436,Union Electric Co.,56.56,41.72,69.64
76182,A3483,Oncor Electric Delivery Co.,0,0,0
36272,195,Alabama Power Co.,81.85,49.23,89.32
80110,15466,PSC of Colorado,74.07,58.3,88.42
29037,17539,South Carolina Electric & Gas Co.,78.48,50.81,98.64
90402,17609,Southern California Edison Co.,144.53,119.66,157.72
17224,20387,West Penn Power Co.,61.26,47.16,71.66
95970,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
73858,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
44137,3755,Cleveland Electric Illuminating Co.,111.47,66.68,107.92
75424,A3483,Oncor Electric Delivery Co.,0,0,0
72433,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
49546,4254,Consumers Energy Co.,84.9,65.38,95.35
47037,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
16001,14716,Pennsylvania Power Co.,73.87,54.63,82.95
17123,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
90744,17609,Southern California Edison Co.,144.53,119.66,157.72
14435,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
26039,20521,Wheeling Power Co.,53.61,31.24,57.37
24122,733,Appalachian Power Co.,52.6,36.59,58.52
2359,4089,Commonwealth Electric Co.,172.95,163.03,195.27
50236,9162,Interstate Power & Light Co.,0,0,0
33870,6455,Florida Power Corp.,95.25,83.1,117.91
54746,13780,Northern States Power Co. Wisconsin,72.11,53.77,92.67
39352,195,Alabama Power Co.,81.85,49.23,89.32
86035,803,Arizona Public Service Co.,87.13,61.11,98.47
25517,733,Appalachian Power Co.,52.6,36.59,58.52
44142,3755,Cleveland Electric Illuminating Co.,111.47,66.68,107.92
95979,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
27312,5416,Duke Power Co.,63.62,44.52,78.13
18070,12390,Metropolitan Edison Co.,82.19,64.62,93.56
13812,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
14548,16183,Rochester Gas & Electric Corp.,112.31,81.74,117.07
54616,13780,Northern States Power Co. Wisconsin,72.11,53.77,92.67
60440,4110,Commonwealth Edison Co.,76.48,55.66,86.59
4263,3266,Central Maine Power Co.,129.63,0,144.58
70339,11241,"Entergy Louisiana, Inc.",93.77,63.43,92.2
34112,6452,Florida Power & Light Co.,106.06,88.71,119
44612,14006,Ohio Power Co.,63.8,43.58,75.25
44685,13998,Ohio Edison Co.,100.63,59.53,104.78
46236,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
48455,4254,Consumers Energy Co.,84.9,65.38,95.35
27006,5416,Duke Power Co.,63.62,44.52,78.13
95666,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
75840,A3483,Oncor Electric Delivery Co.,0,0,0
50327,12341,MidAmerican Energy Co.,65.04,40.61,86.15
13809,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
35061,195,Alabama Power Co.,81.85,49.23,89.32
22406,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
50560,12341,MidAmerican Energy Co.,65.04,40.61,86.15
45062,3542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
54143,20860,Wisconsin Public Service Corp.,76.39,46.96,108.51
44288,13998,Ohio Edison Co.,100.63,59.53,104.78
7869,9726,Jersey Central Power & Light Co.,121.26,113.99,126.4
26161,12796,Monongahela Power Co.,59.39,41.09,72.5
14530,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
33434,6452,Florida Power & Light Co.,106.06,88.71,119
46741,9324,Indiana Michigan Power Co.,60.17,43.52,67.29
17035,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
12852,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
20889,15270,Potomac Electric Power Co.,116.6,0,116.65
27824,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
6770,4176,Connecticut Light & Power Co.,148.18,124.12,174.86
49746,392,Alpena Power Co.,0,0,0
5654,7601,Green Mountain Power Corp.,109.59,75.73,132.56
84316,14354,PacifiCorp.,59.39,40.36,69.43
98288,15500,"Puget Sound Energy, Inc.",80.14,75.83,74.95
60408,4110,Commonwealth Edison Co.,76.48,55.66,86.59
12523,3249,Central Hudson Gas & Electric Corp.,101.2,76.59,128.26
19608,12390,Metropolitan Edison Co.,82.19,64.62,93.56
26060,20387,West Penn Power Co.,61.26,47.16,71.66
2645,4089,Commonwealth Electric Co.,172.95,163.03,195.27
7740,9726,Jersey Central Power & Light Co.,121.26,113.99,126.4
29492,17539,South Carolina Electric & Gas Co.,78.48,50.81,98.64
41560,22053,Kentucky Power Co.,67.59,42.47,64.98
76372,40051,Texas-New Mexico Power Co.,115.08,59.11,111.25
45862,4922,Dayton Power & Light Co.,75.88,63.79,94.01
72039,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
61370,4110,Commonwealth Edison Co.,76.48,55.66,86.59
62963,3253,Central Illinois Public Services Co.,63.43,39.23,72.64
65682,5860,Empire District Electric Co.,74.74,56.59,83.94
40813,10171,Kentucky Utilities Co.,57.83,45.19,60.29
47615,17633,Southern Indiana Gas & Electric Co.,71.27,51.51,89.69
55345,13781,Northern States Power Co.,69.79,57.42,89.95
36869,195,Alabama Power Co.,81.85,49.23,89.32
8314,963,Atlantic City Electric Co.,128.04,108.74,137.77
25922,733,Appalachian Power Co.,52.6,36.59,58.52
5084,3292,Central Vermont Public Service Corp.,117.59,81.45,129.78
80651,15466,PSC of Colorado,74.07,58.3,88.42
15834,20387,West Penn Power Co.,61.26,47.16,71.66
26335,12796,Monongahela Power Co.,59.39,41.09,72.5
14467,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
45654,4062,Columbus Southern Power Co.,68.9,51.29,87.05
74116,15474,PSC of Oklahoma,74.19,58.93,84.1
76093,40051,Texas-New Mexico Power Co.,115.08,59.11,111.25
19362,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
3906,3266,Central Maine Power Co.,129.63,0,144.58
55327,13781,Northern States Power Co.,69.79,57.42,89.95
37688,733,Appalachian Power Co.,52.6,36.59,58.52
15317,20387,West Penn Power Co.,61.26,47.16,71.66
43302,13998,Ohio Edison Co.,100.63,59.53,104.78
8820,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
96774,8287,"Hawaii Electric Light Co., Inc.",300.9,256.38,310.33
16316,14716,Pennsylvania Power Co.,73.87,54.63,82.95
99776,219,Alaska Power & Telephone Co.,0,0,0
24522,733,Appalachian Power Co.,52.6,36.59,58.52
25825,12796,Monongahela Power Co.,59.39,41.09,72.5
10520,4226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
45335,4922,Dayton Power & Light Co.,75.88,63.79,94.01
2667,4089,Commonwealth Electric Co.,172.95,163.03,195.27
61468,12341,MidAmerican Energy Co.,65.04,40.61,86.15
91745,17609,Southern California Edison Co.,144.53,119.66,157.72
18617,19390,"UGI Utilities, Inc.",90.78,75.54,94.85
47842,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
8534,9726,Jersey Central Power & Light Co.,121.26,113.99,126.4
99143,20169,Avista Corp.,72.22,45.09,65.6
19510,12390,Metropolitan Edison Co.,82.19,64.62,93.56
25628,733,Appalachian Power Co.,52.6,36.59,58.52
56434,12647,"Minnesota Power, Inc.",62.41,41.45,70.69
63460,19436,Union Electric Co.,56.56,41.72,69.64
8055,963,Atlantic City Electric Co.,128.04,108.74,137.77
30642,7140,Georgia Power Co.,76.3,54.04,88.77
63110,19436,Union Electric Co.,56.56,41.72,69.64
36041,195,Alabama Power Co.,81.85,49.23,89.32
45434,4922,Dayton Power & Light Co.,75.88,63.79,94.01
33071,6452,Florida Power & Light Co.,106.06,88.71,119
75158,A3483,Oncor Electric Delivery Co.,0,0,0
14897,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
27803,3046,Carolina Power & Light Co.,74.34,57.46,90.23
32780,6452,Florida Power & Light Co.,106.06,88.71,119
10457,4226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
18407,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
43522,18997,Toledo Edison Co.,104.33,44.25,108.58
91354,17609,Southern California Edison Co.,144.53,119.66,157.72
79082,17718,Southwestern Public Service Co.,76.73,54.1,82.84
67349,22500,Westar Energy Inc.,0,0,0
79404,17718,Southwestern Public Service Co.,76.73,54.1,82.84
5762,3292,Central Vermont Public Service Corp.,117.59,81.45,129.78
65723,5860,Empire District Electric Co.,74.74,56.59,83.94
15131,5487,Duquesne Light Co.,88.77,83.03,104.34
48822,4254,Consumers Energy Co.,84.9,65.38,95.35
25132,733,Appalachian Power Co.,52.6,36.59,58.52
33170,6452,Florida Power & Light Co.,106.06,88.71,119
58401,14232,Otter Tail Power Co.,64.49,50.72,74.26
79345,17718,Southwestern Public Service Co.,76.73,54.1,82.84
72639,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
3269,15472,PSC of New Hampshire,136.75,128.88,151.42
93702,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
54891,13780,Northern States Power Co. Wisconsin,72.11,53.77,92.67
67487,22500,Westar Energy Inc.,0,0,0
66783,22500,Westar Energy Inc.,0,0,0
84060,14354,PacifiCorp.,59.39,40.36,69.43
8611,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
36617,195,Alabama Power Co.,81.85,49.23,89.32
50461,9162,Interstate Power & Light Co.,0,0,0
28714,5416,Duke Power Co.,63.62,44.52,78.13
56762,14232,Otter Tail Power Co.,64.49,50.72,74.26
23124,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
47847,9208,Illinois Power Co.,73.39,46.63,77.12
15341,20387,West Penn Power Co.,61.26,47.16,71.66
48117,5109,Detroit Edison Co.,85.32,59.4,102.07
28133,5416,Duke Power Co.,63.62,44.52,78.13
17094,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
95690,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
79243,20404,AEP Texas North Co.,0,0,0
12928,7601,Green Mountain Power Corp.,109.59,75.73,132.56
42323,10171,Kentucky Utilities Co.,57.83,45.19,60.29
24263,10171,Kentucky Utilities Co.,57.83,45.19,60.29
76308,A3483,Oncor Electric Delivery Co.,0,0,0
93602,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
22435,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
72104,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
37731,10331,Kingsport Power Co.,56.59,37.27,53.13
61567,3252,Central Illinois Light Co.,65.82,52,69.39
83251,9191,Idaho Power Co.,43.18,34.12,59.12
55985,13781,Northern States Power Co.,69.79,57.42,89.95
89191,13407,Nevada Power Co.,98.43,86.03,108
24014,733,Appalachian Power Co.,52.6,36.59,58.52
93309,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
48334,5109,Detroit Edison Co.,85.32,59.4,102.07
26155,12796,Monongahela Power Co.,59.39,41.09,72.5
1254,20455,Western Massachusetts Electric Co.,150.81,140.37,160.59
62246,9208,Illinois Power Co.,73.39,46.63,77.12
62037,19436,Union Electric Co.,56.56,41.72,69.64
36370,195,Alabama Power Co.,81.85,49.23,89.32
86327,803,Arizona Public Service Co.,87.13,61.11,98.47
34747,6455,Florida Power Corp.,95.25,83.1,117.91
56039,9162,Interstate Power & Light Co.,0,0,0
84516,14354,PacifiCorp.,59.39,40.36,69.43
14420,16183,Rochester Gas & Electric Corp.,112.31,81.74,117.07
93657,17609,Southern California Edison Co.,144.53,119.66,157.72
33884,18454,Tampa Electric Co.,96.85,76.54,109.71
44849,14006,Ohio Power Co.,63.8,43.58,75.25
13053,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
54740,13780,Northern States Power Co. Wisconsin,72.11,53.77,92.67
84627,14354,PacifiCorp.,59.39,40.36,69.43
55969,13781,Northern States Power Co.,69.79,57.42,89.95
31557,7140,Georgia Power Co.,76.3,54.04,88.77
19132,14940,PECO Energy Co.,121.2,81.88,139.07
44493,13998,Ohio Edison Co.,100.63,59.53,104.78
72149,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
32220,6452,Florida Power & Light Co.,106.06,88.71,119
30152,7140,Georgia Power Co.,76.3,54.04,88.77
61264,12341,MidAmerican Energy Co.,65.04,40.61,86.15
12764,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
28772,5416,Duke Power Co.,63.62,44.52,78.13
66966,12698,Aquila Inc.,68.63,52.06,84.81
16546,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
57255,14232,Otter Tail Power Co.,64.49,50.72,74.26
72450,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
25241,733,Appalachian Power Co.,52.6,36.59,58.52
91750,17609,Southern California Edison Co.,144.53,119.66,157.72
6242,11804,Massachusetts Electric Co.,160.29,159.57,154.32
95570,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
15316,20387,West Penn Power Co.,61.26,47.16,71.66
14743,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
17701,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
26074,20521,Wheeling Power Co.,53.61,31.24,57.37
1376,20455,Western Massachusetts Electric Co.,150.81,140.37,160.59
54440,20860,Wisconsin Public Service Corp.,76.39,46.96,108.51
3609,26510,Granite State Electric Co.,106.11,104.12,125.3
41775,22053,Kentucky Power Co.,67.59,42.47,64.98
33705,6455,Florida Power Corp.,95.25,83.1,117.91
45715,4062,Columbus Southern Power Co.,68.9,51.29,87.05
19033,14940,PECO Energy Co.,121.2,81.88,139.07
24217,733,Appalachian Power Co.,52.6,36.59,58.52
61910,3253,Central Illinois Public Services Co.,63.43,39.23,72.64
28578,3046,Carolina Power & Light Co.,74.34,57.46,90.23
11413,4226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
44141,3755,Cleveland Electric Illuminating Co.,111.47,66.68,107.92
79101,17718,Southwestern Public Service Co.,76.73,54.1,82.84
56132,13781,Northern States Power Co.,69.79,57.42,89.95
62014,9208,Illinois Power Co.,73.39,46.63,77.12
15410,20387,West Penn Power Co.,61.26,47.16,71.66
19930,5027,Delmarva Power & Light Co.,103.72,58.26,118.69
55334,13781,Northern States Power Co.,69.79,57.42,89.95
79835,5701,El Paso Electric Co.,102.73,68.45,120.86
34753,6455,Florida Power Corp.,95.25,83.1,117.91
53050,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
92363,13407,Nevada Power Co.,98.43,86.03,108
27587,5416,Duke Power Co.,63.62,44.52,78.13
84094,14354,PacifiCorp.,59.39,40.36,69.43
20778,1167,Baltimore Gas & Electric Co.,115.95,100.28,85.21
77069,8901,"CenterPoint Energy Houston Electric, LLC",0,0,0
93445,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
35045,195,Alabama Power Co.,81.85,49.23,89.32
11369,4226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
87508,15473,Public Service Co. of New Mexico,70.15,47.1,80.38
88048,5701,El Paso Electric Co.,102.73,68.45,120.86
14418,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
20712,15270,Potomac Electric Power Co.,116.6,0,116.65
27973,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
10028,4226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
70503,7806,"Entergy Gulf States, Inc.",100.28,76.33,110.31
14516,16183,Rochester Gas & Electric Corp.,112.31,81.74,117.07
75416,A3483,Oncor Electric Delivery Co.,0,0,0
48446,5109,Detroit Edison Co.,85.32,59.4,102.07
96732,11843,"Maui Electric Co., Ltd.",284.49,248.54,280.46
12108,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
88052,5701,El Paso Electric Co.,102.73,68.45,120.86
2815,13214,Narragansett Electric Co.,136.93,127.63,150.98
14572,16183,Rochester Gas & Electric Corp.,112.31,81.74,117.07
62237,9208,Illinois Power Co.,73.39,46.63,77.12
93428,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
43915,20521,Wheeling Power Co.,53.61,31.24,57.37
63857,19436,Union Electric Co.,56.56,41.72,69.64
71006,11241,"Entergy Louisiana, Inc.",93.77,63.43,92.2
61314,9208,Illinois Power Co.,73.39,46.63,77.12
58416,14232,Otter Tail Power Co.,64.49,50.72,74.26
57005,13781,Northern States Power Co.,69.79,57.42,89.95
44612,13998,Ohio Edison Co.,100.63,59.53,104.78
13208,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
60530,4110,Commonwealth Edison Co.,76.48,55.66,86.59
38941,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
25252,12796,Monongahela Power Co.,59.39,41.09,72.5
61742,3252,Central Illinois Light Co.,65.82,52,69.39
43341,14006,Ohio Power Co.,63.8,43.58,75.25
39877,7140,Georgia Power Co.,76.3,54.04,88.77
18456,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
60411,4110,Commonwealth Edison Co.,76.48,55.66,86.59
71406,3265,Cleco Power LLC,103.71,77.5,110.06
89183,13407,Nevada Power Co.,98.43,86.03,108
15671,20387,West Penn Power Co.,61.26,47.16,71.66
73950,12698,Aquila Inc.,68.63,52.06,84.81
25313,733,Appalachian Power Co.,52.6,36.59,58.52
54120,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
58781,14232,Otter Tail Power Co.,64.49,50.72,74.26
22963,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
71264,11241,"Entergy Louisiana, Inc.",93.77,63.43,92.2
17820,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
16157,14716,Pennsylvania Power Co.,73.87,54.63,82.95
89048,13407,Nevada Power Co.,98.43,86.03,108
75242,A3483,Oncor Electric Delivery Co.,0,0,0
39480,12686,Mississippi Power Co.,81.56,51.04,101.26
22302,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
84716,14354,PacifiCorp.,59.39,40.36,69.43
54875,13780,Northern States Power Co. Wisconsin,72.11,53.77,92.67
18854,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
13754,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
4568,3266,Central Maine Power Co.,129.63,0,144.58
27310,5416,Duke Power Co.,63.62,44.52,78.13
34239,6452,Florida Power & Light Co.,106.06,88.71,119
52206,9162,Interstate Power & Light Co.,0,0,0
15322,20387,West Penn Power Co.,61.26,47.16,71.66
93541,17609,Southern California Edison Co.,144.53,119.66,157.72
43976,14006,Ohio Power Co.,63.8,43.58,75.25
73456,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
76539,A3483,Oncor Electric Delivery Co.,0,0,0
44116,3755,Cleveland Electric Illuminating Co.,111.47,66.68,107.92
52310,9162,Interstate Power & Light Co.,0,0,0
48873,4254,Consumers Energy Co.,84.9,65.38,95.35
15725,20387,West Penn Power Co.,61.26,47.16,71.66
15349,20387,West Penn Power Co.,61.26,47.16,71.66
4042,3266,Central Maine Power Co.,129.63,0,144.58
14569,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
27508,3046,Carolina Power & Light Co.,74.34,57.46,90.23
83262,9191,Idaho Power Co.,43.18,34.12,59.12
26707,15263,Potomac Edison Co.,80.14,52.31,69.2
96126,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
96707,19547,"Hawaiian Electric Co., Inc.",180.52,157.27,200.63
14572,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
35651,195,Alabama Power Co.,81.85,49.23,89.32
16673,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
43946,4062,Columbus Southern Power Co.,68.9,51.29,87.05
1719,11804,Massachusetts Electric Co.,160.29,159.57,154.32
40371,10171,Kentucky Utilities Co.,57.83,45.19,60.29
45217,3542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
50447,9162,Interstate Power & Light Co.,0,0,0
49508,4254,Consumers Energy Co.,84.9,65.38,95.35
33716,6455,Florida Power Corp.,95.25,83.1,117.91
91702,17609,Southern California Edison Co.,144.53,119.66,157.72
56222,13781,Northern States Power Co.,69.79,57.42,89.95
95101,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
23842,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
31903,195,Alabama Power Co.,81.85,49.23,89.32
49894,19578,Upper Peninsula Power Co.,115.43,73.07,137.87
44632,13998,Ohio Edison Co.,100.63,59.53,104.78
7508,16213,Rockland Electric Co.,112.9,109.06,119.7
91106,17609,Southern California Edison Co.,144.53,119.66,157.72
72410,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
33890,6455,Florida Power Corp.,95.25,83.1,117.91
2878,11804,Massachusetts Electric Co.,160.29,159.57,154.32
99129,20169,Avista Corp.,72.22,45.09,65.6
44202,13998,Ohio Edison Co.,100.63,59.53,104.78
48837,4254,Consumers Energy Co.,84.9,65.38,95.35
14454,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
7114,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
2717,4089,Commonwealth Electric Co.,172.95,163.03,195.27
96826,19547,"Hawaiian Electric Co., Inc.",180.52,157.27,200.63
2864,11804,Massachusetts Electric Co.,160.29,159.57,154.32
74008,15474,PSC of Oklahoma,74.19,58.93,84.1
58718,12819,Montana Dakota Utilities Co.,0,0,0
67623,12698,Aquila Inc.,68.63,52.06,84.81
89084,13407,Nevada Power Co.,98.43,86.03,108
8034,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
8015,9726,Jersey Central Power & Light Co.,121.26,113.99,126.4
39175,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
44849,13998,Ohio Edison Co.,100.63,59.53,104.78
55402,13781,Northern States Power Co.,69.79,57.42,89.95
40165,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
14167,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
76487,A3483,Oncor Electric Delivery Co.,0,0,0
57013,13781,Northern States Power Co.,69.79,57.42,89.95
10962,14154,"Orange & Rockland Utilities, Inc.",120.91,85.38,153.98
16685,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
92657,17609,Southern California Edison Co.,144.53,119.66,157.72
4460,1179,Bangor Hydro-Electric Co.,0,0,0
63751,19436,Union Electric Co.,56.56,41.72,69.64
67205,10005,"KGE, A Westar Energy Co.",64.39,43.65,76.92
43501,18997,Toledo Edison Co.,104.33,44.25,108.58
14525,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
80017,15466,PSC of Colorado,74.07,58.3,88.42
15035,5487,Duquesne Light Co.,88.77,83.03,104.34
91752,17609,Southern California Edison Co.,144.53,119.66,157.72
96118,17166,Sierra Pacific Power Co.,119,96.25,128.65
28137,5416,Duke Power Co.,63.62,44.52,78.13
65650,5860,Empire District Electric Co.,74.74,56.59,83.94
8822,9726,Jersey Central Power & Light Co.,121.26,113.99,126.4
56329,12647,"Minnesota Power, Inc.",62.41,41.45,70.69
54229,20860,Wisconsin Public Service Corp.,76.39,46.96,108.51
64061,12698,Aquila Inc.,68.63,52.06,84.81
12569,3249,Central Hudson Gas & Electric Corp.,101.2,76.59,128.26
55364,13781,Northern States Power Co.,69.79,57.42,89.95
16874,20387,West Penn Power Co.,61.26,47.16,71.66
6757,4176,Connecticut Light & Power Co.,148.18,124.12,174.86
44320,13998,Ohio Edison Co.,100.63,59.53,104.78
16153,14716,Pennsylvania Power Co.,73.87,54.63,82.95
28734,7140,Georgia Power Co.,76.3,54.04,88.77
12118,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
77707,7806,"Entergy Gulf States, Inc.",100.28,76.33,110.31
95972,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
4985,3266,Central Maine Power Co.,129.63,0,144.58
13802,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
77049,8901,"CenterPoint Energy Houston Electric, LLC",0,0,0
50538,12341,MidAmerican Energy Co.,65.04,40.61,86.15
57233,14232,Otter Tail Power Co.,64.49,50.72,74.26
49436,4254,Consumers Energy Co.,84.9,65.38,95.35
96033,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
50065,9162,Interstate Power & Light Co.,0,0,0
61378,4110,Commonwealth Edison Co.,76.48,55.66,86.59
33841,6455,Florida Power Corp.,95.25,83.1,117.91
62551,9208,Illinois Power Co.,73.39,46.63,77.12
29918,17539,South Carolina Electric & Gas Co.,78.48,50.81,98.64
12020,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
59327,12819,Montana Dakota Utilities Co.,0,0,0
3431,26510,Granite State Electric Co.,106.11,104.12,125.3
77511,8901,"CenterPoint Energy Houston Electric, LLC",0,0,0
80137,15466,PSC of Colorado,74.07,58.3,88.42
74017,15474,PSC of Oklahoma,74.19,58.93,84.1
49709,4254,Consumers Energy Co.,84.9,65.38,95.35
31072,7140,Georgia Power Co.,76.3,54.04,88.77
15057,20387,West Penn Power Co.,61.26,47.16,71.66
48316,5109,Detroit Edison Co.,85.32,59.4,102.07
22548,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
79506,A3483,Oncor Electric Delivery Co.,0,0,0
91203,17609,Southern California Edison Co.,144.53,119.66,157.72
92834,17609,Southern California Edison Co.,144.53,119.66,157.72
53951,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
76380,20404,AEP Texas North Co.,0,0,0
4949,3266,Central Maine Power Co.,129.63,0,144.58
95360,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
90703,17609,Southern California Edison Co.,144.53,119.66,157.72
70531,3265,Cleco Power LLC,103.71,77.5,110.06
77419,3278,AEP Texas Central Co.,0,0,0
5873,3292,Central Vermont Public Service Corp.,117.59,81.45,129.78
55981,13781,Northern States Power Co.,69.79,57.42,89.95
16650,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
13619,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
32709,6455,Florida Power Corp.,95.25,83.1,117.91
